date,open,high,low,close,volume
2023-12-07 09:15:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:16:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:17:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:18:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:19:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:20:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:21:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:22:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:23:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:24:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:25:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:26:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:27:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:28:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:29:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:30:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:31:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:32:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:33:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:34:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:35:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:36:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:37:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:38:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:39:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:40:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:41:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:42:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:43:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:44:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:45:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:46:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:47:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:48:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:49:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:50:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:51:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:52:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:53:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:54:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:55:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:56:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:57:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:58:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 09:59:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:00:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:01:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:02:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:03:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:04:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:05:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:06:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:07:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:08:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:09:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:10:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:11:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:12:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:13:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:14:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:15:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:16:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:17:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:18:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:19:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:20:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:21:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:22:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:23:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:24:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:25:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:26:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:27:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:28:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:29:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:30:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:31:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:32:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:33:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:34:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:35:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:36:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:37:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:38:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:39:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:40:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:41:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:42:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:43:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:44:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:45:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:46:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:47:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:48:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:49:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:50:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:51:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:52:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:53:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:54:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:55:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:56:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:57:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:58:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 10:59:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:00:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:01:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:02:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:03:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:04:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:05:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:06:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:07:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:08:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:09:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:10:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:11:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:12:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:13:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:14:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:15:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:16:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:17:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:18:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:19:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:20:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:21:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:22:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:23:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:24:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:25:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:26:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:27:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:28:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:29:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:30:00,1469.75,1469.75,1469.75,1469.75,0
2023-12-07 11:31:00,1469.75,1469.75,1469.75,1469.75,0
