date,open,high,low,close,volume
2023-12-07 09:15:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:16:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:17:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:18:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:19:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:20:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:21:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:22:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:23:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:24:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:25:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:26:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:27:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:28:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:29:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:30:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:31:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:32:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:33:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:34:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:35:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:36:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:37:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:38:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:39:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:40:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:41:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:42:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:43:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:44:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:45:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:46:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:47:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:48:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:49:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:50:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:51:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:52:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:53:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:54:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:55:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:56:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:57:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:58:00,988.8,988.8,988.8,988.8,0
2023-12-07 09:59:00,988.8,988.8,988.8,988.8,0
2023-12-07 10:00:00,988.8,988.8,988.8,988.8,0
2023-12-07 10:01:00,988.8,988.8,988.8,988.8,0
2023-12-07 10:02:00,988.8,988.8,988.8,988.8,0
2023-12-07 10:03:00,988.8,988.8,988.8,988.8,0
2023-12-07 10:04:00,988.8,988.8,988.8,988.8,0
2023-12-07 10:05:00,988.8,988.8,988.8,988.8,0
2023-12-07 10:06:00,988.8,988.8,988.8,988.8,0
2023-12-07 10:07:00,988.8,988.8,988.8,988.8,0
